Category,VideoID,Quality,StartTime,EndTime,split,Visual_clue,Audio_clue,Vision_Key_Elements,Vision_cues_list,Audio_cues_list,Visual_Timeclue,Audio_Timeclue,Time_text
Acoustic guitar,-G-3350TIrM,good,0,10,train,"The video starts with a close-up shot of a person's hands holding an acoustic guitar. The left hand is shown in the lower part of the frame, with fingers pressing down on the strings. The right hand is shown in the upper part of the frame, with fingers strumming the strings. A smaller inset video in the upper left corner shows a close-up of the right hand strumming the strings. The inset video remains stationary throughout the entire video.","A man plays an acoustic guitar, demonstrating a musical technique involving alternating strings. The atmosphere is instructional, with clear, spoken guidance as he strums and plucks notes. Background music complements the guitar's rhythm, enhancing the educational essence of the footage.","[Vision-Key-Elements]
- Person (Pose/Action): Describe the person’s pose or action, directly observable.
- Objects: List of visible objects.
- Scene: Background or scene type.
- Motion: Observable movements or dynamic
- Interaction: 
- Visual Cues: hands holding acoustic guitar, left hand pressing down on strings, right hand strumming strings, inset video showing right hand strumming strings, inset video stationary throughout","[person strumming guitar, person holding acoustic guitar, person's left hand pressing down on strings, person's right hand strumming strings]","[acoustic guitar, right hand strumming, left hand pressing down on strings, background music]","The video begins with a man holding a guitar. He then proceeds to play the guitar, strumming the strings and pressing down on the fretboard. The camera zooms in on his hands as he plays. The video ends with the man continuing to play the guitar.","Start: A man plays an acoustic guitar. Then: Musical notes played by the guitar create a melodic tune. Next: The music continues with a consistent pace, featuring the harmonious blend of strummed strings. Finally: The man's explanation concludes, providing further instruction on guitar techniques.","The video begins with a man holding a guitar and playing it, with the camera zooming in on his hands as he strums and presses down on the fretboard. He continues to play the guitar throughout the video, creating a melodic tune with the harmonious blend of strummed strings. The music features a consistent pace, and the man's explanation concludes the video, providing further instruction on guitar techniques."
Acoustic guitar,-BYCPHzC_z4,good,0,10,train,"The video starts with a close-up shot of a person's hands playing an acoustic guitar. The camera remains stationary, focusing on the guitar's body and the player's left hand as they strum the strings with their right hand. The player's fingers move up and down the fretboard, pressing down on the strings to create different notes. The video maintains this close-up perspective throughout, showcasing the intricate finger movements and the sound of the guitar. There are no scene changes or significant shifts in focus; the primary emphasis is on the act of playing the guitar.","The audio features a single acoustic guitar playing a slow, melancholic melody. The guitar's tone is rich and warm, with a clear focus on the strings' plucked notes. There is a subtle background hum, possibly from the guitar's amplifier or room resonance, adding to the intimate atmosphere. The music","[Vision-Key-Elements]
- Person (Pose/Action): playing an acoustic guitar
- Objects: acoustic guitar
- Scene: indoor or studio setting (indirect inference, not directly observable)
- Motion: fingers moving up and down the fretboard
- Interaction:
- Visual Cues: hands playing guitar, fingers moving up and down fretboard, strumming strings, player's fingers pressing down on strings, close-up shot of guitar body and player's left hand, sound of guitar","[playing an acoustic guitar, fingers moving up and down fretboard, strumming strings, player's fingers pressing down on strings, close-up shot of guitar body and player's left hand]","[guitar, acoustic guitar, slow melody, melancholic, plucked notes, background hum, guitar amplifier, room resonance]","The video begins with a close-up shot of a person playing an acoustic guitar. The camera remains stationary, focusing on the hands of the guitarist as they strum and press down on the strings. The guitarist's left hand moves up and down the neck of the guitar, changing chords, while the right hand continues to strum rhythmically. The scene maintains this consistent action throughout, emphasizing the skill and dexterity involved in playing the instrument.","Start: A person plays acoustic guitar continuously. Then: The guitar's sound is accompanied by distant, muffled train sounds. Next: The background noise increases, creating a chaotic atmosphere. Finally: The guitar playing continues unaffected, contrasting with the growing background disturbance.","The video begins with a close-up shot of a person playing an acoustic guitar, focusing on the skilled hands as they strum and change chords. The guitar's sound is accompanied by distant, muffled train sounds in the background, but the background noise gradually increases, creating a chaotic atmosphere. The guitar playing continues uninterrupted, showcasing the guitarist's skill and dexterity as they maintain a steady rhythm despite the growing disturbance."
Acoustic guitar,-EzgXKfh5Go,good,0,10,train,"A man is standing in front of a microphone, playing an acoustic guitar. He is wearing a green shirt and has short brown hair. He is smiling and looking at the camera. There are shelves behind him with CDs on them.","A melodic acoustic guitar is being played with a consistent rhythm, creating a soothing and calming atmosphere.","[Vision-Key-Elements]
- Person (Pose/Action): standing in front of microphone, playing acoustic guitar, smiling at camera
- Objects: acoustic guitar, microphone, shelves, CDs
- Scene: indoor setting with shelves
- Motion:
- Interaction: person playing guitar
- Visual Cues: wearing green shirt, short brown hair, smiling at camera, playing acoustic guitar, CDs on shelves","[person playing acoustic guitar, smiling at camera, playing acoustic guitar, wearing green shirt, short brown hair]","[acoustic guitar, guitar music, melodic, soothing atmosphere, consistent rhythm]",The video begins with a man standing in front of a shelf full of records. He is holding an acoustic guitar and smiling at the camera. The man starts playing the guitar and singing. He strums the guitar with his right hand and holds down chords with his left hand. The man continues to play and sing for the duration of the video.,"Start: A soft guitar melody begins, playing a melancholic tune. Then: The guitar continues to strum the same chords, maintaining a slow and steady rhythm. Next: The music fades to silence, leaving only the lingering sound of the guitar strings.","The man stands in front of a shelf full of records, holding an acoustic guitar and smiling at the camera. He starts playing the guitar and singing, strumming the guitar with his right hand and holding down chords with his left hand. The music is a soft guitar melody, playing a melancholic tune, and continues to strum the same chords, maintaining a slow and steady rhythm. The music eventually fades to silence, leaving only the lingering sound of the guitar strings."
Acoustic guitar,-5xBW8BNKnE,good,0,10,train,"The video starts with a close-up shot of the headstock and neck of an acoustic guitar. The camera then slowly pans down to reveal the body of the guitar, which is resting on a red cushion on a tiled floor. The camera remains stationary for the rest of the video, providing a clear view of the entire guitar.","The audio features a harmonica playing a melancholic melody accompanied by an acoustic guitar strumming chords in a slow, steady rhythm. The harmonica's tone is rich and warm, while the guitar provides a steady foundation. The overall mood is somber and reflective.","[Vision-Key-Elements]
- Person (Pose/Action):
- Objects: acoustic guitar, red cushion, tiled floor
- Scene: indoor space with a tiled floor
- Motion:
- Interaction:
- Visual Cues: headstock and neck of the guitar, body of the guitar, guitar resting on red cushion, guitar on a tiled floor, guitar in clear view","[guitar resting on red cushion, guitar on a tiled floor, guitar in clear view, headstock and neck of the guitar, body of the guitar]","[harmonica, acoustic guitar, melancholic melody, slow rhythm, chords, harmonica tone, guitar foundation, somber mood, reflective mood]","The video starts with a shot of an acoustic guitar lying on its back. The camera then pans down to the base of the guitar, where there is a small black and silver device attached. The device appears to be a tuner, as indicated by the display screen and the tuning pegs visible in the frame. The guitar is resting on a red cloth or rug, which is placed on a tiled floor. The tiles are brown with a marbled pattern. The camera remains stationary throughout the entire video, focusing on the guitar and the tuner.","Start: An individual plays an acoustic guitar. Then: A harmonica begins playing a melodic tune. Next: The guitar and harmonica harmonize, intertwining their sounds. Finally: Both instruments blend together, creating a soothing musical piece in D major.","The video begins with a stationary camera focused on an acoustic guitar lying on its back with a black and silver tuner attached to the base. The guitar rests on a red cloth or rug placed on a brown marbled tile floor. An individual starts playing the guitar, followed by the introduction of a harmonica playing a melodic tune. The guitar and harmonica then harmonize, intertwining their sounds before blending together to create a soothing musical piece in the key of D major."
Acoustic guitar,-BTqPaSanW4,good,0,10,train,A young person wearing a red shirt and a red baseball cap is sitting down while playing an acoustic guitar. They are strumming the strings with their right hand and holding down chords with their left hand.,"The audio features a guitar playing a slow, melodic piece with a consistent rhythm. The guitar's tone is warm and resonant, suggesting an acoustic instrument. There is a faint background hum, possibly from the recording environment. The music has a soothing and contemplative quality, with no discernible","[Vision-Key-Elements]
- Person (Pose/Action): sitting down, playing acoustic guitar
- Objects: acoustic guitar
- Scene: 
- Motion: strumming guitar strings
- Interaction: -
- Visual Cues: wearing red shirt, wearing red baseball cap, sitting down, playing acoustic guitar, strumming guitar strings with right hand, holding down chords with left hand.","[playing acoustic guitar, strumming guitar strings, wearing red shirt, wearing red baseball cap, sitting down, holding down chords with left hand]","[guitar, acoustic guitar, slow melody, consistent rhythm, warm tone, background hum, strumming, playing]","The video begins with a person playing an acoustic guitar. They are wearing a red long-sleeve shirt and a red baseball cap. The camera focuses on their hands as they strum the strings and press down on the frets to create different notes. The person's left hand moves up and down the neck of the guitar, changing chords, while their right hand strums rhythmically. The scene remains consistent throughout, with no changes in setting or activity.","Start - A guitar with a high-pitched tone begins playing a simple, repetitive melody. Then - The guitar's pitch gradually increases, accompanied by slight noise and guitar noise. Next - A second, bassier guitar joins, supporting the main melody. Finally - The guitars maintain their separate tones, contin","The video begins with a person playing an acoustic guitar, wearing a red long-sleeve shirt and a red baseball cap. The camera focuses on their hands as they strum the strings and press down on the frets to create different notes. The person's left hand moves up and down the neck of the guitar, changing chords, while their right hand strums rhythmically. A guitar with a high-pitched tone begins playing a simple, repetitive melody. The guitar's pitch gradually increases, accompanied by slight noise and guitar noise. A second, bassier guitar joins, supporting the main melody. The guitars maintain their separate tones, continuing to play in harmony."
Acoustic guitar,-6Q22zyI0h8,good,0,10,train,"A man with gray hair and a beard is sitting in a chair, holding a white electric guitar. He is wearing an orange shirt and glasses. He is looking at the camera and talking. He is demonstrating how to play the guitar. He strums the guitar with his right hand and uses his left hand to press down on the strings.","The audio features a guitar playing a repetitive melody with a consistent rhythm. The guitar has a clean tone with minimal reverb, suggesting a dry recording environment. There is no discernible background noise or additional musical elements.","[Vision-Key-Elements]
- Person (Pose/Action): sitting in a chair, holding a white electric guitar, strumming the guitar
- Objects: white electric guitar, chair
- Scene: indoor setting
- Motion: strumming the guitar, moving hands to press down on strings
- Interaction: person playing the guitar
- Visual Cues: man with gray hair and beard, wearing orange shirt and glasses, looking at the camera, holding white electric guitar, strumming the guitar, using left hand to press down on strings","[man holding a white electric guitar, strumming the guitar, man wearing orange shirt and glasses, man looking at the camera]","[guitar, melody, repetitive, rhythm, clean tone, minimal reverb, dry recording environment, guitar playing]","The video starts with a man sitting in a room. Then, he begins playing a white electric guitar. Next, the man continues to play the guitar, moving his fingers along the fretboard and strumming the strings. Finally, the man finishes playing the guitar and stops.","Start: A steady, repetitive guitar riff hums constantly, creating a tense atmosphere. Then: The steady rhythm is briefly disrupted by a brief, metallic high-pitched sound. Next: The guitar continues without interruption, but with increased volume. Finally: The background includes vague, unclear sounds that remain throughout.","The man sits in a room before playing a white electric guitar. He continues to play, moving his fingers along the fretboard and strumming the strings, creating a steady, repetitive guitar riff that hums constantly, creating a tense atmosphere. The steady rhythm is briefly disrupted by a brief, metallic high-pitched sound. The guitar continues without interruption, but with increased volume, and vague, unclear sounds are introduced in the background, remaining throughout. The man finishes playing the guitar and stops."
Acoustic guitar,-3MPnB4orhk,good,0,10,train,A man is sitting down playing an electric guitar. He is wearing a gray sweater and light-colored pants. He is using a slide on his left hand to play the guitar. His right hand is strumming the strings.,"The audio features a distorted electric guitar playing a fast, repetitive riff with a prominent bassline. The music has a rock genre feel with a fast tempo and energetic rhythm. The tone is gritty and intense, evoking a sense of excitement and urgency.","[Vision-Key-Elements]
- Person (Pose/Action): sitting down, playing an electric guitar
- Objects: electric guitar, slide
- Scene: indoor/outdoor not specified
- Motion: strumming strings, moving slide
- Interaction:
- Visual Cues: sitting down, wearing gray sweater, wearing light-colored pants, using slide on left hand, strumming strings with right hand, playing electric guitar, slide on left hand moving over strings","[sitting down, playing electric guitar, wearing gray sweater, wearing light-colored pants, using slide on left hand, strumming strings with right hand, slide on left hand moving over strings]","[electric guitar, distorted sound, fast riff, repetitive, prominent bassline, rock music, fast tempo, energetic rhythm, gritty tone, excited, urgent]","The video begins with a man sitting on a couch, playing an electric guitar. He is wearing a grey shirt and blue jeans. The guitar is light brown in color. The man is playing the guitar with his right hand and holding the neck of the guitar with his left hand. He is looking down at the guitar as he plays. The background is a wooden wall. The man continues to play the guitar for the duration of the video.","The audio begins with a distorted electric guitar playing a solo, followed by an electric bass guitar sustaining notes, and then an acoustic guitar playing chords. This sequence repeats multiple times throughout the audio snippet.","The video begins with a man playing an electric guitar on a couch, wearing a grey shirt and blue jeans, with a light brown guitar. The background is a wooden wall. The audio starts with a distorted electric guitar playing a solo, followed by an electric bass guitar sustaining notes, and then an acoustic guitar playing chords. The sequence repeats throughout the audio, while the man continues to play the guitar, looking down at the instrument as he plays."
Acoustic guitar,-7xhPQmYYTk,good,0,10,train,"The video starts with a title card that reads ""How To Play The Guitar - G Major Scale"" in white text on a black background. A man is sitting down and holding a guitar. He is wearing a tan button-down shirt and jeans. He has short brown hair and is looking at the camera. He begins to play the guitar by strumming the strings with his right hand and pressing down on the frets with his left hand. He continues to play the guitar for the duration of the video, moving his fingers up and down the neck of the guitar.","The audio features a solo electric guitar playing a melodic tune with a clear and crisp sound. The guitar has a distinct tone, suggesting it might be a higher-pitched instrument like a steel-string acoustic or a solid-body electric. The music is rhythmic and has a steady tempo, with no accompanying vocals or","[Vision-Key-Elements]
- Person (Pose/Action): sitting
- Objects: guitar, title card
- Scene: black background
- Motion: moving fingers up and down the neck of the guitar
- Interaction: person playing the guitar
- Visual Cues: tan button-down shirt, jeans, short brown hair, white text on a black background, strumming the guitar strings, pressing down on the frets with left hand, fingers moving up and down the neck of the guitar.","[tan button-down shirt, jeans, short brown hair, strumming the guitar strings, pressing down on the frets with left hand, fingers moving up and down the neck of the guitar]","[guitar, melodic tune, electric guitar, clear sound, rhythmic music, steady tempo, steel-string acoustic or solid-body electric]","The video begins with a man playing a guitar. He strums the strings with his right hand and uses his left hand to press down on the frets. The camera remains stationary, focusing on the man and his guitar. There are no significant changes in the scene throughout the video.","Start: An acoustic guitar melody plays Then: Someone describes the guitar's characteristics Next: The guitar's description continues, including its type and style Finally: The speaker provides concluding remarks about the instrument","The video begins with a man playing an acoustic guitar, as the camera remains stationary and focuses on him. He strums the strings with his right hand and uses his left hand to press down on the frets. Meanwhile, an acoustic guitar melody plays in the background. As the man continues to play, someone begins to describe the guitar's characteristics, including its type and style. The description continues, providing details about the instrument, and concludes with the speaker's final remarks."
Acoustic guitar,-Aa_Rm8ZljI,good,0,10,train,A young man wearing a black t-shirt and headphones is playing an electric guitar. He is standing in a room with a white sheet draped over a piece of furniture. He is strumming the guitar with his right hand and holding the neck of the guitar with his left hand. He is looking down at the guitar as he plays.,"The audio contains a distorted electric guitar playing a repetitive riff with a slow tempo. The music has a heavy, gritty tone and a consistent rhythm. There are no other discernible sounds or voices in the audio.","[Vision-Key-Elements]
- Person (Pose/Action): standing in a room, playing an electric guitar
- Objects: electric guitar, white sheet, piece of furniture
- Scene: room with a white sheet draped over a piece of furniture
- Motion: strumming the guitar
- Interaction:
- Visual Cues: wearing black t-shirt, wearing headphones, playing electric guitar, strumming guitar with right hand, holding guitar neck with left hand, looking down at guitar","[playing electric guitar, wearing black t-shirt, wearing headphones, strumming guitar with right hand, holding guitar neck with left hand, looking down at guitar]","[electric guitar, distorted guitar sound, repetitive riff, slow tempo, heavy tone, consistent rhythm]","The video begins with a young man standing in a room, playing an electric guitar. He is wearing headphones and a black t-shirt with white text. The camera remains stationary, focusing on the musician as he strums and moves his fingers along the fretboard. His movements are fluid and precise, indicating experience and skill. The scene continues with the guitarist maintaining his performance, showcasing different chords and techniques. There are no significant changes in the environment or the individual's actions throughout the video.",Start: A guitar plays an intricate solo melody Then: The electric guitar maintains the solo theme Next: Subtle drum kit sounds accompany the guitar Finally: A steady bassline provides rhythmic foundation,"The video begins with a young man playing an electric guitar, showcasing his fluid and precise movements as he strums and moves his fingers along the fretboard. The audio starts with an intricate solo melody, followed by the guitar maintaining the solo theme, accompanied by subtle drum kit sounds. The music gradually transitions to a steady bassline, providing a rhythmic foundation. The guitarist continues to play with the same level of skill and precision throughout the video, with no significant changes in the environment or his actions."
Acoustic guitar,-3TA9Fns4rA,good,0,10,train,"A woman sits on a striped couch, strumming an acoustic guitar. She sings into a microphone while looking down at the guitar. Her left hand moves up and down the neck of the guitar, changing chords, while her right hand strums the strings.",The audio features a female vocalist singing in a melancholic tone accompanied by a guitar. The music has a slow tempo and a somber atmosphere.,"[Vision-Key-Elements]
- Person (Pose/Action): sitting on a striped couch, strumming an acoustic guitar, singing into a microphone
- Objects: striped couch, acoustic guitar, microphone
- Scene: interior setting, possibly home or studio
- Motion: left hand moving up and down the guitar neck, right hand strumming the strings
- Interaction: woman interacting with guitar, singing into microphone
- Visual Cues: sitting on striped couch, strumming acoustic guitar, moving left hand up and down guitar neck, strumming with right hand, singing into microphone, looking down at guitar","[woman sitting on striped couch, strumming acoustic guitar, moving left hand up and down guitar neck, strumming with right hand, singing into microphone]","[guitar, female vocalist, microphone, singing, melancholic tone, slow tempo, somber atmosphere]","The video begins with a woman sitting on a sofa, playing an acoustic guitar and singing into a microphone. She is wearing a striped dress and has her hair tied back. The background features another guitar leaning against the wall and a small stuffed animal on the sofa. Throughout the video, she continues to strum the guitar and sing, maintaining a consistent posture and expression.",Start: A female singer performs in a classical music style Then: An acoustic guitar accompanies the singing Next: The music transitions into a more upbeat and energetic segment Finally: The singer's vocals become more expressive with a sense of joy and celebration,"The video begins with a woman playing an acoustic guitar and singing into a microphone in a classical music style. She continues to strum the guitar and sing throughout the video, maintaining a consistent posture and expression. The music transitions into a more upbeat and energetic segment, with the singer's vocals becoming more expressive with a sense of joy and celebration."
Acoustic guitar,--bSurT-1Ak,good,6,10,train,The video begins with a woman singing into a microphone. She is wearing a strapless dress and has her hair pulled back. The background is dark and there are no other people visible. The woman's expression is serious and she is looking off-camera. The video then cuts to a man playing an acoustic guitar. He is standing in front of a body of water and there is a clock tower in the background. The sky is dark and it appears to be evening. The man is wearing a black shirt and has dark hair. He is looking off-camera and smiling.,"The audio features a female vocalist singing in a melancholic tone accompanied by a classical guitar. The guitar plays a simple, repetitive melody with a plucked string sound. The music has a somber and emotional quality, with a steady rhythm and a minor key.","[Vision-Key-Elements]
- Person (Pose/Action): woman singing into a microphone, man playing an acoustic guitar
- Objects: microphone, acoustic guitar, clock tower
- Scene: dark background, body of water
- Motion: camera cuts from one scene to another
- Interaction:
- Visual Cues: woman wearing strapless dress, hair pulled back, serious expression, man wearing black shirt, dark hair, smiling, clock tower in background, body of water, evening sky, dark background, camera cuts from one scene to another.","[woman singing into a microphone, man playing an acoustic guitar, woman wearing strapless dress, man smiling, clock tower in background, body of water, evening sky]","[woman singing, acoustic guitar, plucked string sound, melancholic tone, somber quality, steady rhythm, minor key]","The video starts with a woman holding a microphone and singing. Then, it transitions to a man playing a guitar in an outdoor setting. Next, the video shows a close-up of the same man playing the guitar. Finally, the video ends with a title card displaying the names ""Mirre Valkenburg & Alvaro Rovira Ruiz"".","Start: A woman sings a cheerful song, followed by a man playing guitar and adding harmony to the melody. Then, the music continues seamlessly for several moments, culminating in the performance of a folk song.","The video begins with a woman singing a cheerful song while holding a microphone. It transitions to a man playing a guitar in an outdoor setting, followed by a close-up of the same man playing the guitar, as he adds harmony to the woman's melody. The music continues seamlessly, eventually evolving into the performance of a folk song, before concluding with a title card displaying the names ""Mirre Valkenburg & Alvaro Rovira Ruiz""."
Acoustic guitar,-9LSf3fUoYM,good,0,10,train,"A young man with a beanie on his head is playing an electric guitar. He is standing in a room with a door, a chair, and a lamp. He is wearing a tank top and jeans. He is playing the guitar with his right hand and holding the neck of the guitar with his left hand. He is looking down at the guitar as he plays.","The audio features a guitar playing a bluesy melody with a prominent reverb effect, accompanied by a steady drumbeat. The music has a slow tempo and a somber, emotional tone.","[Vision-Key-Elements]
- Person (Pose/Action): playing electric guitar
- Objects: electric guitar, door, chair, lamp
- Scene: interior room
- Motion:
- Interaction: person playing guitar
- Visual Cues: young man, beanie on head, playing electric guitar, wearing tank top and jeans, playing with right hand, holding neck with left hand, looking down at guitar.","[young man playing electric guitar, beanie on head, wearing tank top and jeans, looking down at guitar, playing with right hand, holding neck with left hand]","[guitar, bluesy melody, reverb effect, drumbeat, slow tempo, somber tone, emotional tone]","The video begins with a young man playing the guitar. He is standing in a room, wearing a tank top and a beanie. Then, he continues to play the guitar while moving his fingers along the fretboard. Next, he looks up and smiles at the camera. Finally, he stops playing and stands still.","Start: An electric guitar plays a blues riff. Then: The guitar pauses briefly. Next: A second guitar joins in, playing a similar melody. Finally: A drum kit enters, providing a steady rhythm as the guitars continue playing.","The young man begins playing the guitar in a room, wearing a tank top and a beanie. He continues to play while moving his fingers along the fretboard, and then looks up and smiles at the camera. The electric guitar plays a blues riff, followed by a brief pause. A second guitar joins in, playing a similar melody, and a drum kit enters, providing a steady rhythm as the guitars continue playing. The young man stops playing and stands still."
Acoustic guitar,-C41GoDauRQ,good,0,10,train,A man is sitting in a room with a computer and playing an electric guitar. He is wearing a blue shirt and jeans. He is looking at the computer screen while he plays. He is strumming the guitar with his right hand and holding the neck of the guitar with his left hand.,"The audio features a fast-paced electric guitar solo with a distorted tone, accompanied by a steady drumbeat. The music has a rock genre feel with a high-energy rhythm.","[Vision-Key-Elements]
- Person (Pose/Action): sitting in a room, playing an electric guitar, strumming with right hand, holding neck with left hand
- Objects: computer, electric guitar
- Scene: a room
- Motion:
- Interaction: person playing guitar, person looking at computer screen
- Visual Cues: sitting in a room, wearing blue shirt and jeans, playing electric guitar, strumming guitar with right hand, holding guitar neck with left hand, looking at computer screen.","[playing electric guitar, strumming guitar, holding guitar neck, looking at computer screen, wearing blue shirt and jeans]","[electric guitar, guitar solo, distorted tone, drumbeat, rock music, fast-paced rhythm]","The video begins with a man playing an electric guitar. He is seated and wearing a blue shirt. The man's fingers move up and down the fretboard, pressing down on the strings to create different notes. His left hand is positioned on the neck of the guitar, while his right hand strums the strings. The camera remains stationary throughout the video, focusing on the man and his guitar. The background includes a computer monitor displaying some software, a keyboard, and other musical equipment. The video ends with the man continuing to play the guitar.","Start: An electric guitar plays a single note repeatedly, creating a sustained sound. Then: Another guitar plays a musical riff. Next: A cymbal joins in with a sharp, resonant crash. Finally: A bass guitar bass drum pedal creates consistent foot-tapping beats.","The video begins with a man playing an electric guitar, seated and wearing a blue shirt, with his fingers moving up and down the fretboard to create different notes. The camera remains stationary, focusing on the man and his guitar, while the background includes a computer monitor displaying software, a keyboard, and other musical equipment. A single note is played repeatedly on the guitar, creating a sustained sound. Another guitar plays a musical riff, followed by a cymbal joining in with a sharp, resonant crash. A bass guitar and a bass drum pedal create consistent foot-tapping beats, as the man continues to play the guitar."
Acoustic guitar,-7z_g2ckXRo,good,0,10,train,"A person is sitting down and playing a sunburst hollow body electric guitar. They are wearing a tan shirt and green pants. Their left hand is on the neck of the guitar, moving their fingers up and down the frets, while their right hand strums the strings.","The audio features a female vocalist singing a melancholic melody accompanied by an acoustic guitar. The guitar plays a simple, repetitive chord progression, and the singer's voice carries a somber tone. The music has a slow tempo and a steady rhythm, creating a reflective and emotional atmosphere.","[Vision-Key-Elements]
- Person (Pose/Action): sitting down, playing a sunburst hollow body electric guitar
- Objects: sunburst hollow body electric guitar
- Scene: not specified
- Motion: fingers moving up and down the frets, strumming the strings
- Interaction: person interacting with the guitar
- Visual Cues: sitting down, playing sunburst hollow body electric guitar, tan shirt, green pants, left hand on guitar neck, fingers moving up and down the frets, right hand strumming the strings","[sitting down, playing sunburst hollow body electric guitar, fingers moving up and down the frets, right hand strumming the strings]","[acoustic guitar, female vocalist, singing, melancholic melody, chord progression, somber tone, slow tempo, steady rhythm]","The video starts with a man playing an acoustic guitar. He strums the strings with his right hand while using his left hand to press down on the frets. The camera remains stationary, focusing on the guitar and the man's hands. The man continues to play the guitar throughout the video, with no significant changes in the scene or his actions.",Start: Someone plays an acoustic guitar Then: The playing continues with a shift to a higher pitch Next: A brief pause in the music Finally: The guitar playing returns to a lower pitch and continues rhythmically,"The video begins with a man playing an acoustic guitar, strumming the strings with his right hand and pressing down on the frets with his left hand. The music starts off at a lower pitch and continues with a consistent rhythm. As the video progresses, the pitch shifts to a higher note, and there is a brief pause in the music. The guitar playing then returns to a lower pitch, continuing rhythmically throughout the video. The camera remains stationary, focusing on the guitar and the man's hands, with no significant changes in the scene or his actions."
Acoustic guitar,-ClhZuMx8EQ,good,0,10,train,A man is sitting on a couch and playing an acoustic guitar. He is wearing a gray sweater and khaki pants. He is strumming the guitar with his right hand and holding down chords with his left hand. The guitar is a light brown color with a dark brown pickguard.,"An acoustic guitar is being played with a steady rhythm, accompanied by a simple melody. The music has a folk-like quality, with a consistent tempo and a clear, resonant sound.","[Vision-Key-Elements]
- Person (Pose/Action): sitting on a couch, playing an acoustic guitar
- Objects: acoustic guitar, couch
- Scene: living room or home interior
- Motion:
- Interaction: person interacting with guitar
- Visual Cues: sitting on couch, playing acoustic guitar, wearing gray sweater, wearing khaki pants, strumming guitar with right hand, holding down chords with left hand, guitar light brown color, guitar dark brown pickguard","[person sitting on a couch, person playing an acoustic guitar, person wearing a gray sweater, person wearing khaki pants, guitar light brown color, guitar dark brown pickguard]","[guitar, acoustic music, steady rhythm, simple melody, folk-like quality, consistent tempo, clear sound]","The video begins with a person sitting on a sofa. The person is holding an acoustic guitar. Then, the person starts playing the guitar by strumming the strings with their right hand and pressing down on the frets with their left hand. Next, the person continues to play the guitar, maintaining a consistent rhythm and melody. Finally, the person finishes playing the guitar, and the video ends.","Start: A person plays an acoustic guitar. Then: The guitar's music fills the room. Next: The music continues in a consistent strumming pattern. Finally: Soft plucking of guitar strings ceases, leaving only faint reverberation.","The video begins with a person sitting on a sofa, holding an acoustic guitar. The person starts playing the guitar by strumming the strings with their right hand and pressing down on the frets with their left hand, filling the room with music. The person continues to play the guitar, maintaining a consistent rhythm and melody in a consistent strumming pattern. Eventually, the person finishes playing the guitar, and the video ends with only faint reverberation."
Acoustic guitar,-9Scslp_ROM,good,0,10,train,"The video shows two young men playing music in a room. The man on the left is seated and playing a cello, moving his bow across the strings. The man on the right is also seated and playing an acoustic guitar, strumming the strings with his right hand and pressing down on the fretboard with his left. Both men are focused on their instruments and appear to be playing in unison.","The audio features a slow-paced instrumental piece with a somber and melancholic tone. A cello and an acoustic guitar are prominently heard, creating a harmonious yet sorrowful melody. The music has a steady rhythm, with the cello providing a deep, resonant bassline and the guitar offering light, melo","[Vision-Key-Elements]
- Person (Pose/Action): man on left is seated playing cello with bow, man on right is seated playing acoustic guitar with right hand and left hand
- Objects: cello, acoustic guitar
- Scene: room
- Motion: bow moving across cello strings, right hand strumming guitar strings, left hand pressing down on guitar fretboard
- Interaction:
- Visual Cues: man on left playing cello, man on right playing guitar, both men playing in unison, man on left moving bow, man on right strumming and pressing down on fretboard","[man playing cello, man playing guitar, man moving bow, man strumming guitar, man pressing down on guitar fretboard]","[cello, guitar, instrumental music, bassline, melody, rhythm, somber tone, melancholic tone, steady rhythm]",The video begins with two men sitting in a living room. One man is playing the cello and the other is playing the guitar. They are both looking at their instruments as they play. The man playing the cello is wearing a plaid shirt and the man playing the guitar is wearing a blue shirt. There are several guitars hanging on the wall behind them. The video ends with the two men continuing to play their instruments.,"Start: Music begins with a slow, sustained note performed on a cello. Then: Another cello enters to play a secondary melodic line. Next: An acoustic guitar joins the cello, creating a harmonic interplay. Finally: Additional guitars enter, varying their chords and playing in harmony with the celtic music.","The video begins with two men sitting in a living room, with one playing the cello and the other the guitar, both looking at their instruments as they play. The man playing the cello is wearing a plaid shirt and the man playing the guitar is wearing a blue shirt. The music starts with a slow, sustained note performed on a cello, then another cello enters to play a secondary melodic line. An acoustic guitar joins the cello, creating a harmonic interplay, and additional guitars enter, varying their chords and playing in harmony with the celtic music, as the two men continue to play their instruments."
